"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","search_clicks_P",64707.3214548733,2398292.96816941,0.00830295925796055,15275.7513896141,0.0046035043571469,2398292.96816941,0.00830295925796055,15275.7513896141,0.0046035043571469,TRUE,0.0644012269879381,0.0644012269879381,5158.98089171975,809960,14739.2437705407,14739.2437705407,0.0655371377137004,0.0655371377137004,1,0.946795621486716,NA,NA,0.0516530996937342,NA,NA,0.0516530996937342,0.378513221764947,0,30861.5410612339,0.0003713417649,65481090.2533626,1e-04,"1_223_5",1,223,5,1559,3,15275.7513896141,5898.6895174066,739.708625686854,2.96100173856661,2.96100173856661,0.33772354368292,0.33772354368292,3,FALSE,1.34539485843626,0.178354734845085,0,3.67754588734159,0.0103561526436301
"12","newsletter",202296.461627839,9404069.83732668,0.0325571603447339,59898.5339957113,0.0180510375694806,9404069.83732668,0.0325571603447339,59898.5339957113,0.0180510375694806,TRUE,NA,NA,NA,NA,20398.1700146987,20398.1700146987,NA,NA,1,0.946795621486716,NA,NA,0.0516530996937342,NA,NA,0.0516530996937342,0.378513221764947,0,30861.5410612339,0.0003713417649,65481090.2533626,1e-04,"1_223_5",1,223,5,1559,3,59898.5339957113,32409.367436445,12011.1974217463,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.424540154907812
"13","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"14","trend",0.197469266246918,55252768.6749378,0.191198890338038,351928.462897693,0.10350981554499,55252768.6749378,0.191198890338038,351928.462897693,0.10350981554499,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"15","season",0.225082230921037,82399.8828707062,0.000285139849942208,524.840018284753,0.000154366864890598,82399.8828707062,0.000285139849942208,524.840018284753,0.000154366864890598,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"16","holiday",1,6959550.26428534,0.0240831060541357,278382.010571414,0.0818782042464897,6959550.26428534,0.0240831060541357,278382.010571414,0.0818782042464897,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"17","competitor_sales_B",0.220110792663765,191768651.040134,0.663603909085689,1221456.37605181,0.359256887437744,191768651.040134,0.663603909085689,1221456.37605181,0.359256887437744,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"18","events",1.04788179413152,1333753.42658383,0.00461537369552767,1333753.42658383,0.392285892511978,1333753.42658383,0.00461537369552767,1333753.42658383,0.392285892511978,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"19","tv_S",521802.257093527,14651748.5666783,0.0507014966786906,93323.2392782056,0.0274483944953216,14651748.5666783,0.0507014966786906,93323.2392782056,0.0274483944953216,TRUE,0.206047362680601,0.206047362680601,16505.80985138,2591412.14666667,NA,NA,0.47925967573318,0.47925967573318,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,93323.2392782056,23427.7550171652,6921.9451657852,5.65396306624742,5.65396306624742,0.176867090973714,0.176867090973714,3,FALSE,5.27328129816626,0.0374352953994153,4.78451141274021,5.76442679135342,0.428171397688716
"20","ooh_S",180380.59891016,8639165.23608066,0.0298953128720736,55026.5301661188,0.0161844993743276,8639165.23608066,0.0298953128720736,55026.5301661188,0.0161844993743276,TRUE,0.655151359349006,0.655151359349006,52482.1265392781,8239693.86666667,NA,NA,0.282587672782325,0.282587672782325,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,55026.5301661188,82746.2932753927,30264.1667361146,1.04848133630668,1.04848133630668,0.953760420307087,0.953760420307087,3,FALSE,1.41026714926514,0.0243709090754992,1.09107672202592,1.72901555325627,0.669400133842367
"21","print_S",297351.826905723,6370042.39280528,0.0220431494406375,40573.5184255113,0.0119335542617274,6370042.39280528,0.0220431494406375,40573.5184255113,0.0119335542617274,TRUE,0.0478369682055284,0.0478369682055284,3832.06992215145,601634.977777778,NA,NA,0.208364512787609,0.208364512787609,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,40573.5184255113,4544.50263522786,712.432713076407,10.5878857248857,10.5878857248857,0.0944475626186258,0.0944475626186258,3,FALSE,10.3790102735958,0.0811447084359962,9.3155641404584,11.4396277237996,0.24901949515512
"22","facebook_I",30947.0619778295,850642.217843442,0.00294359634868626,5418.10329836587,0.00159358202630115,850642.217843442,0.00294359634868626,5418.10329836587,0.00159358202630115,TRUE,0.0265630827769259,0.0265630827769259,2127.88549039596,334078.021992166,8174056.93044,8174056.93044,0.0278245638486974,0.0278245638486974,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,5418.10329836587,2754.90324119351,627.017750797545,2.54623818942327,2.54623818942327,0.392736235028547,0.392736235028547,3,FALSE,3.08449328846842,0.197264110798888,0.50785316794367,5.6714864118611,0.114929382269766
"23","search_clicks_P",1547.72593756655,60029.6799923925,0.000207729105294575,382.354649633073,0.000112458818847494,60029.6799923925,0.000207729105294575,382.354649633073,0.000112458818847494,TRUE,0.0644012269879381,0.0644012269879381,5158.98089171975,809960,14739.2437705407,14739.2437705407,0.00196357484818913,0.00196357484818913,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,382.354649633073,6486.60935515899,1327.62846343925,0.0741143760091763,0.0741143760091763,13.4926589664087,13.4926589664087,3,FALSE,1.34539485843626,0.178354734845085,0,3.67754588734159,0.0347809145383748
"24","newsletter",232034.706846298,3011841.43007613,0.0104222965312848,19183.7033762811,0.00564234441738209,3011841.43007613,0.0104222965312848,19183.7033762811,0.00564234441738209,TRUE,NA,NA,NA,NA,20398.1700146987,20398.1700146987,NA,NA,1,0.950558599170773,NA,NA,0.0496341464600773,NA,NA,0.0496341464600773,0.493069784980247,0,9470.24699785275,4.463013985e-05,65481090.2533626,1e-04,"1_225_5",1,225,5,1573,3,19183.7033762811,28292.9719640679,7894.80194936923,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.039253496840381
"25","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"26","trend",0.167947667126533,46992495.4784329,0.162630708160527,299315.257824414,0.0885181658907374,46992495.4784329,0.162630708160527,299315.257824414,0.0885181658907374,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"27","season",0.228758013300168,83745.5423492855,0.000289824933085378,533.41109776615,0.000157748630601795,83745.5423492855,0.000289824933085378,533.41109776615,0.000157748630601795,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"28","holiday",1,6959550.26428534,0.0240854752750674,278382.010571414,0.0823274602566803,6959550.26428534,0.0240854752750674,278382.010571414,0.0823274602566803,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"29","competitor_sales_B",0.21823918082024,190138033.685301,0.658025983759098,1211070.27825033,0.358156548966814,190138033.685301,0.658025983759098,1211070.27825033,0.358156548966814,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"30","events",1.03335483149846,1315263.37713531,0.00455183774054501,1315263.37713531,0.388970153588269,1315263.37713531,0.00455183774054501,1315263.37713531,0.388970153588269,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"31","tv_S",647068.258995681,12854526.7933486,0.0444866946134029,81875.9668366156,0.0242136350401477,12854526.7933486,0.0444866946134029,81875.9668366156,0.0242136350401477,TRUE,0.206047362680601,0.206047362680601,16505.80985138,2591412.14666667,NA,NA,0.395456297120991,0.395456297120991,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,81875.9668366156,23447.0288734701,6941.21902209002,4.96043317921598,4.96043317921598,0.20159529699744,0.20159529699744,3,FALSE,5.27328129816626,0.0374352953994153,4.78451141274021,5.76442679135342,0.379142144742354
"32","ooh_S",206313.172902561,11526200.1780242,0.0398896478739329,73415.287758116,0.0217115113607118,11526200.1780242,0.0398896478739329,73415.287758116,0.0217115113607118,TRUE,0.655151359349006,0.655151359349006,52482.1265392781,8239693.86666667,NA,NA,0.354591694859999,0.354591694859999,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,73415.287758116,87898.8644408731,35416.737901595,1.39886267190738,1.39886267190738,0.714866455501651,0.714866455501651,3,FALSE,1.41026714926514,0.0243709090754992,1.09107672202592,1.72901555325627,0.741415604457795
"33","print_S",265101.675659086,6723090.67081156,0.0232671405442455,42822.2335720481,0.0126640572976273,6723090.67081156,0.0232671405442455,42822.2335720481,0.0126640572976273,TRUE,0.0478369682055284,0.0478369682055284,3832.06992215145,601634.977777778,NA,NA,0.206828970418694,0.206828970418694,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,42822.2335720481,4954.96991347599,1122.89999132454,11.1747004731078,11.1747004731078,0.0894878571829752,0.0894878571829752,3,FALSE,10.3790102735958,0.0811447084359962,9.3155641404584,11.4396277237996,0.31761213716385
"34","facebook_I",3305.12932063382,49604.0357995671,0.000171668675765605,315.949272608708,9.34374355958885e-05,49604.0357995671,0.000171668675765605,315.949272608708,9.34374355958885e-05,TRUE,0.0265630827769259,0.0265630827769259,2127.88549039596,334078.021992166,8174056.93044,8174056.93044,0.0015260171482706,0.0015260171482706,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,315.949272608708,2601.10895299769,473.223462601722,0.14848039240585,0.14848039240585,6.73489599398849,6.73489599398849,3,FALSE,3.08449328846842,0.197264110798888,0.50785316794367,5.6714864118611,0.0527690611431078
"35","search_clicks_P",57107.0817513266,1352134.27581529,0.00467943982470317,8612.32022812288,0.00254696935999283,1352134.27581529,0.00467943982470317,8612.32022812288,0.00254696935999283,TRUE,0.0644012269879381,0.0644012269879381,5158.98089171975,809960,14739.2437705407,14739.2437705407,0.0415970204520453,0.0415970204520453,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,8612.32022812288,5544.80622831227,385.825336592529,1.66938401379734,1.66938401379734,0.599023347375483,0.599023347375483,3,FALSE,1.34539485843626,0.178354734845085,0,3.67754588734159,0.00251627515116777
"36","newsletter",201631.235486902,10957522.2971975,0.0379215785996266,69793.1356509393,0.020640312172822,10957522.2971975,0.0379215785996266,69793.1356509393,0.020640312172822,TRUE,NA,NA,NA,NA,20398.1700146987,20398.1700146987,NA,NA,1,0.949174597543387,NA,NA,0.050324050259471,NA,NA,0.050324050259471,0.390688110418484,0,15612.6509877631,0.0001384437625,65481090.2533626,1e-04,"1_226_4",1,226,4,1579,2,69793.1356509393,32123.3593524609,11725.1893377622,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.610042819040789
"37","(Intercept)",152793.454098891,23988572.2935258,0.0830491274641126,152793.454098891,0.046743414710041,23988572.2935258,0.0830491274641126,152793.454098891,0.046743414710041,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"38","trend",0.24513720145723,68590466.47189,0.237462168366906,436881.952050255,0.133653332104138,68590466.47189,0.237462168366906,436881.952050255,0.133653332104138,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"39","season",0.338056149958166,123758.268461659,0.000428454686108356,788.269225870441,0.000241151661537656,123758.268461659,0.000428454686108356,788.269225870441,0.000241151661537656,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"40","holiday",0.950204042164818,6612992.79277316,0.0228943713133982,264519.711710926,0.0809233265679155,6612992.79277316,0.0228943713133982,264519.711710926,0.0809233265679155,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"41","competitor_sales_B",0.162404627285728,141492908.731808,0.489852520973386,901228.718036991,0.275708851300244,141492908.731808,0.489852520973386,901228.718036991,0.275708851300244,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"42","events",0.954038882734929,1214309.32006651,0.00420397380340474,1214309.32006651,0.371488192795223,1214309.32006651,0.00420397380340474,1214309.32006651,0.371488192795223,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"43","tv_S",691673.604674153,12964560.3371432,0.044883680895264,82576.8174340331,0.0252623546310835,12964560.3371432,0.044883680895264,82576.8174340331,0.0252623546310835,TRUE,0.206047362680601,0.206047362680601,16505.80985138,2591412.14666667,NA,NA,0.357261435161177,0.357261435161177,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,82576.8174340331,23788.1646829725,7282.35483159241,5.00289402201788,5.00289402201788,0.199884306083433,0.199884306083433,1,FALSE,5.14792558334,0.0341952089102816,4.66559586170719,5.62815291981646,0.382232914846345
"44","ooh_S",230894.073596733,12862087.7827465,0.0445289179636675,81924.1260047547,0.0250626796755275,12862087.7827465,0.0445289179636675,81924.1260047547,0.0250626796755275,TRUE,0.655151359349006,0.655151359349006,52482.1265392781,8239693.86666667,NA,NA,0.354437622328627,0.354437622328627,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,81924.1260047547,87523.2509811193,35041.1244418411,1.56099097744147,1.56099097744147,0.640618693158011,0.640618693158011,1,FALSE,1.53921794956182,0.0337878112267364,1.06372905475382,2.01481832166513,0.727456585977834
"45","print_S",280477.642844091,5881130.87855117,0.0203606443096967,37459.4323474597,0.0114597957834422,5881130.87855117,0.0203606443096967,37459.4323474597,0.0114597957834422,TRUE,0.0478369682055284,0.0478369682055284,3832.06992215145,601634.977777778,NA,NA,0.162064983570812,0.162064983570812,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,37459.4323474597,4286.80142243904,454.731500287593,9.77524760989453,9.77524760989454,0.102299198946919,0.102299198946919,1,FALSE,10.0938561860813,0.0619045462976204,9.22220864842367,10.964752702597,0.174830398544315
"46","facebook_I",80163.9020582683,1492655.73157498,0.00516761708845279,9507.36134761136,0.00290854432796568,1492655.73157498,0.00516761708845279,9507.36134761136,0.00290854432796568,TRUE,0.0265630827769259,0.0265630827769259,2127.88549039596,334078.021992166,8174056.93044,8174056.93044,0.0411327738848369,0.0411327738848369,1,0.945264427303663,NA,NA,0.0523911021213124,NA,NA,0.0523911021213124,0.356347209628455,0,56646.7694700225,0.0007651624403,65481090.2533626,1e-04,"1_241_7",1,241,7,1687,2,9507.36134761136,2564.73596059235,436.850470196386,4.46798542051349,4.46798542051349,0.223814517256208,0.223814517256207,1,FALSE,1.95794954529523,0.198725586938613,0,4.75676873782662,0.0851577000532071
